OWLClass_7ef6aaee_8d1b_4e22_bee2_f64f4332c477,LawfulnessRule
OWLClass_801beed0_2387_4a31_a5f1_6636c3558cb7,ChildDataSubject
OWLClass_83eaae05_ab01_4df1_b8ed_a203cfec5a08,Transparency
OWLClass_847950cb_b447_4f15_bb85_ed45f878d760,ProcessingMode
OWLClass_8fd1b241_6e73_4771_9cf7_4a995dd8311b,DataSubjectRight
OWLClass_91a1bac2_859c_446e_86c7_0f32f12470ac,Parent
OWLClass_931c3eee_c583_4adb_9af9_e0891ea43f2b,RightToErasure
OWLClass_99a373a5_bae0_4769_a675_7bf1a8467f00,Person
OWLClass_a2ccd29b_a341_4659_919a_977a6a81d4d1,Consent
OWLClass_a42fde83_5051_4cc3_b86c_b1981b6b6500,LegitimateInterest
OWLClass_a6bd38e0_dcde_48be_812b_8c785619187b,RightToInformation
OWLClass_af4ae221_0c41_4b82_8ff9_7561e9d9c6cd,Rule
OWLClass_b3ce5053_8b0c_41d5_81ba_36f3ccbd5642,DataProtectionOfficer
OWLClass_b491c951_2363_4eab_a32f_0fc922d48adc,Purpose
OWLClass_b628f28a_bd8c_471e_9c61_9548ff8cfd58,RightToNoProfiling
OWLClass_b841fd2e_162d_4f1a_8c2c_05dc948e63a0,DataQuality
OWLClass_b937960f_e255_4bcf_aff6_f362c905a8b8,LawfulnessPrinciple
OWLClass_ba7850fa_6664_4b14_91d4_b8307ae8481d,Justification
OWLClass_be0e1d3c_0330_4bd1_994f_919bb4962315,DataSubject
OWLClass_bf972a40_26a4_451a_b104_ea993da94716,Recipient
OWLClass_bfbcc9ac_862a_454f_8a67_a52f688d75ca,AdequacyDecision
OWLClass_c37e1def_c49d_4171_94ca_7d6912ef2acf,ConsensualProcessing
OWLClass_c544c98a_ea80_4638_94c2_47fe7985c5b9,DataBreach
OWLClass_c61c5125_09a3_46f0_9369_2288f8f41a1b,Documentation
OWLClass_c750844c_48fa_4fbd_8619_b8b9b1e967db,ProcessingRule
OWLClass_cd736f6b_2897_46b3_af1e_89e318585b0a,ImpactAssessment
OWLClass_d6d8fedc_ca29_4852_bc9d_fe4abf2707e0,Rectification
OWLClass_dd11ad3d_8e96_4fd6_9646_b1fa4799b296,SupervisoryAuthority
OWLClass_df7e7536_7235_4e30_b042_4e8a8b5852a5,LegitimateInterestProcessing
OWLClass_e7e707fc_dc05_4f59_973d_771a0e393117,LegalObligation
OWLClass_ea967b60_4d4f_41e0_97fe_8d7dd514619c,ChildData
OWLClass_eba91113_47e1_4806_8b83_bd8ba94c2002,DataTransfer
OWLClass_eccd3a99_0368_4293_a3d1_e344dc5bd0a1,Fairness
OWLClass_ed8bdd2f_f171_49c2_9386_576fe410d791,PersonalData
OWLClass_efdc2be7_211a_4933_bdef_2fed334f2858,BreachNotification
OWLClass_f0877852_cd4f_4338_bd33_7a11b7f3677d,PublicInterest
OWLClass_f234596c_9040_4f87_bd51_49ec017fd3d5,SensitiveData
OWLClass_f9140510_7d3e_441d_a8cf_a67da4fb19c4,AutomatedProcessing
OWLClass_f91e368a_9e61_4616_85d2_d24ff9c08ab2,LawfulProcessing
OWLClass_f993be7a_344f_4fee_9a35_75f1e3b367c5,LegalJustification
OWLClass_fa3d54a9_5ad4_4240_b021_815d980dcda6,RightToPortability
OWLClass_fccddccc_e1c5_425a_9e67_99ea9c2dfa55,SpecialConsent
OWLClass_fdf49ad5_3967_4c7f_b6dc_e8de56c976b2,Accuracy
OWLNamedIndividual_2f06aa66_4ab7_41c6_9b94_c2cb13e9691f,ReligionData
OWLNamedIndividual_3b3179d7_ab20_45eb_842b_39318f5149a1,EUTransfer
OWLNamedIndividual_55e57984_3d3c_4ba0_8321_6c74aaf17d36,TradeUnionData
OWLNamedIndividual_6ae3b678_a2b2_4193_8f9a_2ccf21a4c8a4,EURecipient
OWLNamedIndividual_80f23d4a_5825_4858_af79_1c67c5289684,RacialData
OWLNamedIndividual_8c8d297c_3ff0_46f8_a478_d30c921d18b7,NonEURecipient
OWLNamedIndividual_8de904ed_c312_4b94_8936_21ff4dc59afc,SexualData
OWLNamedIndividual_9383a976_2f15_4a41_8d61_e43b5694658f,ECHRLawfulness
OWLNamedIndividual_9acbc5cb_d89e_4fff_8f42_8992774fd62e,NonEUTransfer
OWLNamedIndividual_a91304fc_bb35_41cd_a8f0_8cf07c096e4a,HealthcareData
OWLNamedIndividual_ad6121f2_bdc0_4ea7_a67e_372f70b08f9a,BeliefData
OWLNamedIndividual_d54a634e_1259_4078_928b_3a630491f3c3,CharterLawfulness
OWLNamedIndividual_e572ffb6_feda_492a_83c1_2ab982d3af11,GeneticData
OWLNamedIndividual_f39efa62_7202_46d8_9736_7be3966f2ee4,PoliticalData
OWLNamedIndividual_f7438c24_0ad0_44ee_a402_760d6d3aaa99,CriminalData
OWLNamedIndividual_f7d3f3e2_c07d_4ef0_a56b_a99a5af25e6b,BiometricData
